Rotulo;Direccion;Telefono
HNOS TERRES;Filler;600002600
HNOS. FRIGOLS LILA, S.L.;Filler;600003671
HNOS. LARDIN VIVANCOS, S.L.;Filler;600002556
HNOS. NAVAMUEL ESPERANZA;Filler;600003483
HNOS.FERNANDEZ;Filler;600003524
HNOS.MARTINEZ;Filler;600000281
HOILA;Filler;600003506
HORTAMIRA;Filler;600002621
HORTIFRUC;Filler;600002488
HORTOFRUCOOP S.C.A.;Filler;600000348
HOYAMAR;Filler;600002550
HRUIZ;Filler;600001374
HUSCO S.L.;Filler;600002269
ï¿½;Filler;600003765
IBAIA ENERGY;Filler;600000412
IBERDOEX;Filler;600000523
IBERDOEX CHIPI;Filler;600000936
IBERDOEX MALPA;Filler;600000944
IBERFUEL;Filler;600003051
IBESSA;Filler;600002487
ICOR ENERGIA;Filler;600003386
IDS;Filler;600000055
IGOA Y PATXI SL;Filler;600002696
IGUZQUIZA Y ECHEVERRIA S.L.;Filler;600002701
IMPERIO SDAD. COOP. DE CLM;Filler;600001569
INCOENERGY;Filler;600003419
INCOENERGY GAS MOBILITY;Filler;600002130
INDAPAK LOGISTICS;Filler;600000290
INDASOL;Filler;600000314
INDEPENDIENTE;Filler;600000218
INDUSTRIAL GIL FOLGADO SL;Filler;600003790
INDUSTRIAL LOS ANGELES;Filler;600002314
INFINITY OIL;Filler;600003638
INICIATIVAS RUMIAL;Filler;600000338
INLOCOR S.L.;Filler;600000076
"INLOCOR S.L. ""CEPSA""";Filler;600000008
INNOGAS;Filler;600000431
INPEALSA;Filler;600000001
INSAUSTI;Filler;600001598
INTERCON;Filler;600002563
INV;Filler;600000368
INVERSIONES CASTELLANO CANTABRICA, S.L.U.;Filler;600001526
ION +;Filler;600002273
ION+;Filler;600003876
ISABEL ALONSO;Filler;600000282
ISATIR ;Filler;600003015
ITALICA OIL;Filler;600003336
ITURSER S.L.;Filler;600002745
ITV LA FLORESTA;Filler;600003569
IZELAI FUEL;Filler;600002651
J. UTRILLA;Filler;600003580
J.L E HIJOS;Filler;600002785
J.L.SARDINA S.L.;Filler;600002799
J.UTRILLA;Filler;600001264
JAENCOOP;Filler;600001987
JAENCOOP ENERGY;Filler;600001977
JAENCOOP ENERGY CORTIJOS NUEVOS;Filler;600002027
JAENCOOP ENERGY TORRES DE ALBANCHEZ;Filler;600002035
JAENCOOP ENERGY VILLANUEVA II;Filler;600002047
JAIMAPARK;Filler;600001982
JAMAPU;Filler;600003283
JAYOMI SERVEIS;Filler;600003388
JBM;Filler;600000264
JCARRION;Filler;600000280
JCC;Filler;600002631
JEISER OIL;Filler;600003856
JESUS DEL PERDON BODEGAS YUNTERO S. COOP. DE C-LM;Filler;600001250
JIMENOIL;Filler;600001017
JLLOWCOST;Filler;600002986
JOAN OILS;Filler;600003411
JOSBERFUEL;Filler;600000199
JOSE GARCIA GUILLEN;Filler;600002551
JOVINO ESTHER E HIJOS S.L.;Filler;600002076
JOYMAR;Filler;600000586
JPG PETROL;Filler;600002643
JUAN MARTINEZ SAURA;Filler;600002479
JUCOFUEL;Filler;600001847
JULIA-OIL;Filler;600000788
JULIA-OIL (FINA);Filler;600000787
JUNCADIESEL;Filler;600001673
JUST FUEL;Filler;600000620
KARLAVADO.COM;Filler;600003356
L ESPIGA SCCL;Filler;600002131
LA 23;Filler;600000171
LA ADRADA;Filler;600000471
LA ARCHENERA;Filler;600002482
LA AYORENSE CARBURANTES;Filler;600003640
LA BARONIA DE TURIS COOP V;Filler;600003828
LA BENCINERA;Filler;600000819
LA BOTIGA DEL SINDICAT;Filler;600003401
LA CALANDINA;Filler;600003436
LA CALLE DEL MOTOR;Filler;600000976
LA CAMPINA;Filler;600003290
LA CANADA;Filler;600002566
LA CANDELARIA DE CERVERA DEL LLANO SDAD. COOP. DE C-LM;Filler;600001508
LA CARABELA;Filler;600001481
LA CARROSALENA S.C.A;Filler;600003237
LA CERRALBENA RASO,S.L.;Filler;600003482
LA CHARLUCA ES;Filler;600003961
LA CHICA;Filler;600001324
LA CHOPERA SDAD COOP DE C-LM;Filler;600001523
LA CHUCA;Filler;600003926
LA COOPERATIVA;Filler;600000434
LA ENCINA DE PALAZUELO S. COOP.;Filler;600000610
LA ERMITA S.L.;Filler;600003594
LA ESPERANZA DEL CAMPO, SCDA. COOP. ANDALUZA;Filler;600001707
LA ESTACION;Filler;600000182
LA ESTRELLA DE QATAR;Filler;600000429
LA FARINERA;Filler;600000839
LA GALLADA;Filler;600001452
LA GAVIOTA GASOLINERA 24 HORA;Filler;600000010
LA GAVIOTA GASOLINERA 24 HORAS;Filler;600001537
LA GAVIOTA GASOLINERAS;Filler;600000084
LA HITA- EL MOLINO;Filler;600002627
LA HITA-EL PASICO;Filler;600002630
LA HITA-EL VALLE;Filler;600002609
LA HITA-JC1 MURCIA (SERV.ATENDIDO);Filler;600002588
LA HITA-MORRASTELAS;Filler;600002629
LA INMACULADA;Filler;600002446
LA JULIANA;Filler;600003224
LA LAGUNILLA;Filler;600001325
LA LANCHA;Filler;600001340
LA LOBA 2000;Filler;600003883
LA LOMA;Filler;600001235
LA MAGDALENA S. COOP. DE C-LM;Filler;600001502
LA MESA DE OCANA;Filler;600003536
LA MILAGROSA;Filler;600000570
LA MORENICA;Filler;600000263
LA MOTA - BIESA;Filler;600002795
LA MOVIL GRUPO PUERTAS;Filler;600003315
LA NORIA;Filler;600002607
LA PALOMARENA S. COOP. DE C-LM;Filler;600001538
LA PANADELLA;Filler;600000765
LA PARADA - VALCARCE;Filler;600002994
LA PEZA;Filler;600001787
LA PINTAICA;Filler;600002525
LA PISTA S.L.;Filler;600000929
LA POSTA;Filler;600001170
LA PURISIMA;Filler;600002361
LA RAYA DE CASTILLA;Filler;600002623
LA RECIPROCA;Filler;600002381
LA REMEDIADORA;Filler;600000081
LA RIA;Filler;600000416
LA RIBERA DE CABANES;Filler;600001128
LA ROTXA ANSOAIN;Filler;600002654
LA SEMBRADORA;Filler;600001015
LA SERRANA DE ADEREZO,S.C.A;Filler;600002439
LA SOLEDAD;Filler;600000494
LA TORRASSA;Filler;600002114
LA TORRE;Filler;600000277
LA TROCHA;Filler;600002378
LA UNION CHIVANA;Filler;600003676
LA VALENTI;Filler;600003373
LA VEGA;Filler;600001737
LA VEGA DE PLIEGO;Filler;600002612
LA VID Y LA ESPIGA  SOCIEDAD COOP. DE CLM;Filler;600001571
LABOIL;Filler;600001918
LABOIL, S.L.;Filler;600001895
LACICAR;Filler;600000769
LAENCINA SODAD COOP LIMITADA;Filler;600000529
LAG SIGUEIRO;Filler;600001483
LAG XALLAS;Filler;600001473
LANDETE GIMENO;Filler;600003820
LANJATRANS;Filler;600001749
LAPENA MORATALLA, S.L.;Filler;600001504
L'AREA;Filler;600001105
L'AREA ;Filler;600001103
LAS CORREHUELAS, S.L;Filler;600000492
LAS GAVIOTAS;Filler;600000625
LAS LAGUNAS;Filler;600002805
LAS MARISMAS DE ROTA (L.M.R.);Filler;600001035
LAS MAROMAS;Filler;600000131
LAS PALMERAS;Filler;600000464
LAS TERRAZAS;Filler;600000894
LAS TORRES;Filler;600003041
LATEQUIN;Filler;600002774
LAVABU;Filler;600003230
LAVAOIL;Filler;600001001
LAVAPLUS;Filler;600002208
LAYTOR;Filler;600001108
LEBRIJANA DE TRANSPORTES SCA;Filler;600003292
LERFU;Filler;600001672
LEVANTINA;Filler;600000137
LIBRE;Filler;600000581
LILA ENERGY;Filler;600003736
LILLO SUMINISTROS;Filler;600003508
LION ENERGY;Filler;600003838
LISARMINIA;Filler;600002074
LISBONA OIL;Filler;600002449
LITORAL DE NIJAR;Filler;600000346
LO SOLA;Filler;600002472
LOGISTICA MORENO;Filler;600000538
LOIMIL GAS;Filler;600002973
LORBUS;Filler;600002544
LOS ANGELES;Filler;600001825
LOS CALZONES;Filler;600002462
LOS CEAS;Filler;600003888
LOS COMINARES DE LA HINOJOSA S. COOP. DE C-LM;Filler;600001516
LOS CORRALES;Filler;600000064
LOS DONCELES ENERGY;Filler;600001243
LOS LINARES;Filler;600002796
LOS LLANOS II;Filler;600002575
LOS REMEDIOS;Filler;600002445
LOS REMEDIOS-PICASAT SCA;Filler;600002436
LOS ROSALES;Filler;600002288
LOS TORRAOS;Filler;600002521
LOS VENTOLINES (AGLA);Filler;600003317
LOS VILLARES;Filler;600001713
LOSADA CEPSA - MONTAMARTA;Filler;600003922
LOUCOS  A.S. EL TORO;Filler;600002333
LOW COST;Filler;600000248
LOW COST   ES J NUNEZ ;Filler;600003737
LOW COST 24;Filler;600002101
LOW COST 24H;Filler;600000217
LOW COST ALZIRA;Filler;600003636
LOW COST ATENDIDO O CORGO;Filler;600001448
LOW COST CARBURANTES;Filler;600003055
LOW COST CIRUGEDA;Filler;600003858
LOW COST FUEL;Filler;600000776
LOW COST GASOIL;Filler;600002699
LOW COST LA MOVIL;Filler;600003296
LOW COST LM EXPRESS;Filler;600003228
LOW COST LOS POZUELOS;Filler;600000504
LOW COST REPOST;Filler;600001434
LOW COST SAN CRISTOBAL;Filler;600003901
LOW COST SANT FOST VILACARBURANTS;Filler;600000809
LOW COST TIBURONOIL;Filler;600001671
LOW COST VALLELADO;Filler;600003203
LOWCOST;Filler;600003505
LOWCOST BENAGUACIL;Filler;600003642
LOWCOST MEDINA;Filler;600003880
LOWCOST24H;Filler;600003605
LOWCOSTFUEL;Filler;600000651
LOWXEN;Filler;600002997
LUBRICANTES MARTIN;Filler;600001784
LUCENA;Filler;600001151
LUGO SHELL EXPRESS;Filler;600002169
LUIS MORENO ROLDAN;Filler;600002683
LUKOIL;Filler;600000495
LUXOIL;Filler;600000535
LUZAIDE;Filler;600002727
LUZOIL;Filler;600000169
M;Filler;600002538
M AUTOMOCION;Filler;600000661
M&D;Filler;600000524
M3 PETROLEOS;Filler;600001394
M4 REPOST;Filler;600003220
MACMAOIL;Filler;600001200
MADESE-BENAMAINA;Filler;600002365
MADRID WETAXI GLP;Filler;600002281
MAGALIA ENERGIA, S.L.;Filler;600003994
MAGNA OIL;Filler;600000918
MAIRENA AGRICOLA,S.C.A;Filler;600003301
MALPESA;Filler;600003331
MANCEBO;Filler;600003812
MANCHA CENTRO;Filler;600001210
MANZANARES RUIZ;Filler;600001560
MANZANEDA - SIONLLA;Filler;600001477
MARCOS GARRIDO;Filler;600000969
MARCOTRAN;Filler;600004004
MAREXADA OIL;Filler;600001437
MARINA ALICANTE;Filler;600004032
MARINA BURRIANANOVA, S.A.;Filler;600004046
MARINA CORUNA;Filler;600004049
MARINA DAVILA;Filler;600004063
MARINA DE DENIA S.A;Filler;600004035
MARINA DE LA PLANA;Filler;600000192
MARINA DEL SUR;Filler;600004067
MARINA MIRAMAR;Filler;600004037
MARINA PUERTO CALERO;Filler;600004061
MARINA RUBICON;Filler;600002965
MARINA SALINAS DE TORREVIEJA;Filler;600004038
MARINE;Filler;600000829
MARIO 11340;Filler;600001198
MARISA;Filler;600002722
MAS DEL PI;Filler;600003735
MAS GASOIL;Filler;600003753
MASIP;Filler;600003854
MASMAR OIL;Filler;600002171
MASOIL;Filler;600001144
MASOIL ALCOY;Filler;600000103
MASOIL BENISA;Filler;600000153
MASOIL CASTALLA;Filler;600000168
MATALARA;Filler;600001574
MATARO;Filler;600000752
MAXOIL;Filler;600002448
MAXPETROL;Filler;600002292
MAXPETROL ;Filler;600003881
MAYAYO;Filler;600000180
MAZANA;Filler;600001899
MAZANA ;Filler;600001935
MAZANA OIL;Filler;600001901
MAZARANOIL;Filler;600003515
MC;Filler;600001742
MDIESEL;Filler;600001641
MELLADO;Filler;600001289
MENDIONDO S.COOP.;Filler;600001578
MERCAOIL ENERGY;Filler;600003277
MERCASOSA;Filler;600002905
MERKAOIL;Filler;600001596
MERODIO;Filler;600002224
MEROIL;Filler;600000151
MEROIL  ;Filler;600000816
MEROIL (FER PREU JUST);Filler;600000738
MEROIL, S.L.;Filler;600000736
MESILLAS;Filler;600000933
MESTRANS;Filler;600000737
METAOIL GASOLINERAS;Filler;600002489
MG;Filler;600003959
MG TALLUNTXE;Filler;600002656
MIGUEL PI;Filler;600003751
MINGACHO OIL;Filler;600001428
MINGORRIA;Filler;600000485
MINIOIL;Filler;600001395
MINIOIL OTURA;Filler;600001780
MIRAMAR OIL;Filler;600001441
MIRASIERRA;Filler;600001399
MKT OIL;Filler;600000802
MLC;Filler;600001290
MLC ALUENDA;Filler;600003979
MOGUEROIL;Filler;600001867
MOLGAS;Filler;600000094
MOLGAS ALZ;Filler;600003793
MOLGAS ENERGIA SAU;Filler;600000875
MOMO OIL;Filler;600000950
MONFORT;Filler;600001136
MONTE ALUMA;Filler;600003971
MONTE LA REINA;Filler;600003054
MONTEPIEDRA;Filler;600004003
MONTES NORTE ENERGETICOS S.L.;Filler;600001294
MONTES NORTE ENERGETICOS, S.L.;Filler;600001228
MONTLLOBE, S.A.;Filler;600001910
MOOVE;Filler;600003217
MORA;Filler;600000187
MORA OIL ;Filler;600000284
MORA Y CIUDAD COMBUSTIBLES ;Filler;600003233
MORAFUEL;Filler;600002287
MORAOIL;Filler;600003940
MORENO;Filler;600000597
MORGANE OIL;Filler;600000502
MOSCARDO;Filler;600000174
MOTOLUX;Filler;600001318
MOZAR ENERGIA;Filler;600003933
MP;Filler;600000425
MUELAS DEL PAN;Filler;600003924
MULTIGAS ENERTICA S.L.;Filler;600002530
MULTIMARCA COMBUSTIBLES;Filler;600003649
MULTSER-OIL;Filler;600000053
MURILLO;Filler;600002735
MURILLO ROJO SL;Filler;600000553
MUXU;Filler;600000814
MYFUEL LOW COST;Filler;600003280
N  7374;Filler;600000049
N 10.935;Filler;600000000
N S RIANSARES;Filler;600001561
N1JUNDIZ;Filler;600000410
NAC MARINE FUEL ;Filler;600004066
NADA ;Filler;600000821
NADAL;Filler;600002104
NAFAR MENDI;Filler;600002669
NAFAROIL;Filler;600002672
NAFTE;Filler;600000869
NALDA;Filler;600003032
NATURGY;Filler;600000244
NATURGY ;Filler;600000847
NATURGY - SANTIAGO COMPOSTELA;Filler;600001479
NATURGY ANTEQUERA;Filler;600002357
NATURGY ES  GNV ALBACETE;Filler;600000003
NATURGY ES CIUDAD REAL;Filler;600001234
NATURGY ES FUENLABRADA;Filler;600002231
NATURGY ES GRANADA-PETROL&GO;Filler;600001724
NATURGY ES MOLINA DE SEGURA;Filler;600002562
NATURGY ES SALAMANCA-BECONSA ;Filler;600003047
NATURGY IBERIA;Filler;600000813
NATURGY IBERIA, S.L.;Filler;600000754
NATURGY LAS CUMBRES CARTAGENA;Filler;600002504
NATURGY SARRIA DE TER - GIRONA;Filler;600001660
NATURGY TOLEDO;Filler;600003574
NATURGY VALENCIA SUR;Filler;600003834
NAVALGAS, S.COOP. DE CLM;Filler;600003532
NAVAMUEL;Filler;600003472
NAVARRO Y VALERO, S.L;Filler;600000082
NAVATRANS;Filler;600003198
NEFT;Filler;600000205
NEUMATICOS BIDASOA;Filler;600002723
NEUMATICOS Y SERVICIOS BEHOBIA, S.A.;Filler;600001594
NEVADA ENERGIA;Filler;600000727
NEW OIL MALAGA;Filler;600002405
NIEVES;Filler;600000566
NIEVES ;Filler;600000665
NIEVES PARETS LLEVANTPARK;Filler;600000771
NINGUNO;Filler;600000820
NITROIL;Filler;600003741
NO;Filler;600000057
NO ;Filler;600002149
NO EXISTE;Filler;600002170
NO FIGURA;Filler;600004070
NO HAY;Filler;600000088
NO ROTULO;Filler;600000226
NO TIENE;Filler;600000091
NO TIENE ROTULO;Filler;600003312
NOALLES Y BALANZA ;Filler;600001494
NOIL;Filler;600002671
NORIAS VILO,S.L;Filler;600000322
NOROIL;Filler;600000503
NORPETROL;Filler;600000406
NORPETROL AGONCILLO;Filler;600003014
NORPETROL ARCOS;Filler;600000884
NORPETROL LA PORTALADA;Filler;600003031
NORPETROL LA VEGA;Filler;600000889
NORPETROL LOS CARROS;Filler;600000888
NORPETROL LOS CARROS 2;Filler;600000886
NORPETROL ORY;Filler;600000898
NORTEGRA LOW COST;Filler;600001691
NOU FONTANA;Filler;600004036
NOUTRANSPORT;Filler;600001668
NOVAOIL;Filler;600003212
NT.S.DE MANJAVACAS S.COOP DE CLM;Filler;600001535
NTRA SRA DE BELEN ;Filler;600000580
NTRA SRA DEL PILAR SCA;Filler;600001706
NTRA SRA DEL ROSARIO;Filler;600000340
NTRA. SRA DE LA ESTRELLA S. COOP. DE C-LM;Filler;600001515
NTRA. SRA. ANTIGUA;Filler;600001296
NTRA. SRA. DE LA ANTIGUA S. COOP. DE CLM;Filler;600003525
NTRA. SRA. DE LA CABEZA DE VILLAR DE CANAS S. COOP. DE C-LM;Filler;600001573
NTRA. SRA. DE LA ENCARNACION;Filler;600000087
NTRA.SRA. DE LA ESTRELLA,S.C.A;Filler;600001845
NTRA.SRA.PAZ  PORTILLO;Filler;600003540
NUBOIL;Filler;600003558
NUESTRA SENOA DEL ESPINO S. COOP DE C-LM;Filler;600001542
NUESTRA SENORA DE LA OLIVA S.C.A.;Filler;600001850
NUEVA ALISAL;Filler;600001091
NUNEZ VILLARREAL;Filler;600003882
NUROIL;Filler;600000692
NUTECAL;Filler;600003911
O RODO;Filler;600002993
O SURTIDOR;Filler;600002779
O XEIXO,S.COOP GALEGA  OIL ;Filler;600002176
OCEANO;Filler;600002812
OCEANO EL CARRIZAL;Filler;600002850
OCEANO LOS REALEJOS;Filler;600003126
OCEANO PLAYA SANTIAGO;Filler;600003072
OCEANO TACO;Filler;600003140
OCHO AREAS DE SERVICIO;Filler;600000511
OCHOA LORES (LA JAREA);Filler;600003943
OCTANOS;Filler;600003264
OCTOPO;Filler;600000838
OIL A42 A-42 KM 9,8  DIR. MADRID;Filler;600002268
OIL BAROL;Filler;600000337
OIL CITY;Filler;600003625
OIL JCJ;Filler;600000335
OIL LINE;Filler;600003215
OIL PRIX;Filler;600000708
OIL SANCHEZ ROMERO;Filler;600002282
OILAREA;Filler;600001609
OILGAS;Filler;600001704
OILMARANA;Filler;600000436
OILNAVA;Filler;600003528
OILPRIX;Filler;600000722
OLANCA;Filler;600002289
OLANO LOGISTICS INTERNATIONAL;Filler;600002711
OLEAND, S.COOP.AND;Filler;600003322
OLEICOLA BAEZA;Filler;600001951
OLEICOLA JAEN S.A.;Filler;600001954
OLEICOLA VALDEPENAS DE JAEN S.C.A;Filler;600002042
OLEOALGAIDAS;Filler;600002451
OLEOCAMPO, S.COOP.AND. DE 2  GRADO;Filler;600002031
OLEOVINICOLA CAMPOS DE MUNERA S. COOP. DE C-LM;Filler;600000066
OLEOVINICOLA LABORENA SDAD COOP DE C-LM;Filler;600001246
OLIJAYENA;Filler;600001745
OLIPATERNA;Filler;600001873
OLIVAR ALTO 24H;Filler;600002313
OLIVARERA DE SOCUELLAMOS, S.COOP. DE C-LM;Filler;600001270
OLIVARERA NTRA. SRA. DE GUADALUPE;Filler;600001312
OLIVARERA NTRA. SRA. DE GUADALUPE S.C.A;Filler;600001314
OLIVARERA NTRA.SRA.DEL CARMEN;Filler;600001356
OLIVARERA SAN ISIDRO DE GILENA, S.C.A.;Filler;600003281
OLIVARERA SAN JUAN BAUTISTA, S.C.A.;Filler;600002382
OLIVARERA SANTIAGO APOSTOL;Filler;600001406
OLIVARERA TRABUCO;Filler;600002455
OLLOKI;Filler;600002703
OMEGA SANGONERA;Filler;600002598
ON WAY;Filler;600003573
ON365;Filler;600001194
ONA LOWCOST;Filler;600000399
ONAINDIA;Filler;600000402
ONDAMITA OIL;Filler;600001158
ONDINA DEL SEGRE;Filler;600002140
ONE1OIL GASOLINERAS ;Filler;600003564
ONTALBA S. COOP DE C-LM;Filler;600000068
OPERADORA SEVILLANA;Filler;600003248
OPTYME;Filler;600003795
OPTYME SELF SYSTEM;Filler;600003683
ORANGUTAN;Filler;600001924
ORELLANA PERDIZ;Filler;600001968
ORHELA;Filler;600000393
ORTEGAL OIL;Filler;600001430
ORUCA;Filler;600003375
OTZARRETA;Filler;600000877
OURENSANA DE PETROLEOS SL;Filler;600002790
OUTLETUI;Filler;600003001
P FUEL EXPRESS;Filler;600000646
P G E HIJOS;Filler;600001221
P347;Filler;600000024
PADRE-BLANCA;Filler;600002271
PALUSOIL;Filler;600002509
PALUSOIL, S.L.U.;Filler;600004060
PANALON;Filler;600000096
PANAWAY ROAD;Filler;600001655
PARA Y SIGUE;Filler;600002593
PARCELOGIC;Filler;600000111
PARDINAS, CENTRO LOGISTICO;Filler;600002167
PARKING DE CAMIONES;Filler;600002615
PARKING LA REDONDA;Filler;600000319
PARKING SERVICE CASTELLBISBAL, SA;Filler;600000696
PASACONSOL S. COOP. DE C-LM;Filler;600001577
PASO HONROSO;Filler;600002062
PATEROIL;Filler;600001872
PCAN;Filler;600002853
PCAN ARRIETA;Filler;600002843
PCAN GASOLINERA GIL;Filler;600002904
PEDROGAS S.L. (JULIO CHARCO);Filler;600001540
PEDROHERAS E.S.;Filler;600001541
PEDRON;Filler;600001464
PEDROSA CENTER;Filler;600000750
PEGASOLINA STAR;Filler;600003681
PEINADOR;Filler;600002984
PENINSULA CARTAGENA;Filler;600002499
PENINSULA QUALITY PRODUCT;Filler;600000753
PEPE RAMON;Filler;600000172
PERTROPRIX;Filler;600003338
PET. ALARCON Y GARCIA ;Filler;600000293
PETREM;Filler;600001625
PETREM MAR;Filler;600004055
PETREM VALL DE BIANYA;Filler;600001664
PETREM VALL D'EN BAS;Filler;600001665
PETRO ALACANT;Filler;600000129
PETRO G24;Filler;600000726
PETRO PINTO;Filler;600000831
PETRO PINTO S.L.;Filler;600000780
PETRO VALLES;Filler;600000686
PETRO7;Filler;600000768
PETRO7 - PETROLIS INDEPENDENTS;Filler;600000836
PETROALACANT;Filler;600000117
PETROALBERCHE, S COOP DE CLM;Filler;600003491
PETROALFA;Filler;600000840
PETROAMARILLA;Filler;600003339
PETROANDALUS S.A.;Filler;600002036
PETROAS;Filler;600002050
PETROBAGES S.L.;Filler;600000657
PETROBIKE;Filler;600003304
PETROBOGAS;Filler;600003592
PETROCAMP;Filler;600000023
PETROCAR;Filler;600000574
PETROCASARRUBIOS;Filler;600003479
PETROCASH;Filler;600001456
PETROCASH BENS;Filler;600001442
PETROCASH BETANZOS;Filler;600001417
PETROCASH CABO DE CRUZ;Filler;600001420
PETROCASH FONTEFRIA;Filler;600002159
PETROCASH NARON (POL. GANDARA);Filler;600001457
PETROCASH OSEDO;Filler;600001471
PETROCASH POL. IND. DE BERGONDO;Filler;600001415
PETROCASH SADA;Filler;600001470
PETROCASH SAIAR;Filler;600002967
PETROCASH SARRIA;Filler;600002182
PETROCASTELAR, S COOP DE CLM;Filler;600003593
PETROCAT;Filler;600000644
PETROCAT DIRECTE;Filler;600000677
PETROCOES     ;Filler;600003547
PETROCOR;Filler;600000556
PETROCORNER LOS CHOPOS;Filler;600002802
PETRODOS;Filler;600003475
PETROEIGHT;Filler;600000694
PETROENCINA;Filler;600000873
PETROENERGY;Filler;600000144
PETROESPANA;Filler;600000258
PETROEST;Filler;600000623
PETROESTANY;Filler;600001646
PETROFIGUERES NF;Filler;600001623
PETROGAS;Filler;600000054
PETROGO;Filler;600002483
PETROGOLD;Filler;600000564
PETROGUARDIA, S.COOP. DE C-LM;Filler;600003502
PETROIL ENERGY ACCION;Filler;600001333
PETROIL ENERGY AZAHARA;Filler;600001343
PETROIL ENERGY GRANADAL;Filler;600001332
PETROIL ENERGY LA GRANJA;Filler;600001342
PETROIL ENERGY TORRECILLA;Filler;600001346
PETROJARA;Filler;600003471
PETROJARAMA;Filler;600002234
PETROKAL;Filler;600002323
PETROL & GO;Filler;600001046
PETROL & GO ;Filler;600000989
PETROL & GO (TRES CAMINOS);Filler;600001032
PETROL & GO PUERTO DE SANTA MARIA ;Filler;600001022
PETROL A RUA;Filler;600002788
PETROL LENTELLAIS;Filler;600002772
PETROL MOSTOLES;Filler;600002291
PETROL STATION;Filler;600000939
PETROLAVILA;Filler;600000261
PETROLEOS CN-340;Filler;600003628
PETROLEOS DE CUDEYO;Filler;600001076
PETROLEOS DE FUENSALIDA;Filler;600003495
PETROLEOS DE GALVEZ;Filler;600003497
PETROLEOS DE SONSECA;Filler;600003560
PETROLEOS MARTIN CORPORATION;Filler;600003561
PETROLEOS PENAFLOR;Filler;600003489
PETROLIA;Filler;600001004
PETROLIFEROS DE TAHIVILLA;Filler;600001055
PETROLIS;Filler;600002135
PETROLIS COLLBLANC;Filler;600000729
PETROLIS DE BARCELONA;Filler;600000758
PETROLIS DE BARCELONA S.A;Filler;600003397
PETROLIS INDEPENDENTS;Filler;600000701
PETROLIS INDEPENDENTS - PETRO7;Filler;600000643
PETROLIS INDEPENDENTS - PETRO7 ;Filler;600002116
PETROLIS MIRAMAR;Filler;600000797
PETROLIVA;Filler;600003464
PETROLORCA,S.L;Filler;600002549
PETROLOWCOST;Filler;600000658
PETROLOWCOST SL;Filler;600000748
PETROMAR;Filler;600003641
PETROMARESWAGEN;Filler;600000645
PETROMARKT;Filler;600001391
PETROMAX;Filler;600003617
PETROMAX LEVANTE;Filler;600003714
PETROMENTRIDA;Filler;600003519
PETROMIRALLES;Filler;600000663
PETROMIRALLES BERA;Filler;600002670
PETRONIEVES SABADELL;Filler;600000794
PETRONOBLE;Filler;600003534
PETRONOR;Filler;600000056
PETRONOR ;Filler;600003027
PETRONORA;Filler;600000452
PETROPASS;Filler;600000704
PETRO-PINTO,S.L.;Filler;600000810
PETROPLUS;Filler;600003299
PETROPRIX;Filler;600000121
PETROPRIX ;Filler;600000133
PETROPRIX AVILES;Filler;600000415
PETROPRIX BEZANA;Filler;600001083
PETROPRIX CHICLANA;Filler;600000997
PETROPRIX COIN;Filler;600002377
PETROPRIX MIJAS;Filler;600002418
PETROPRIX POCOMACO;Filler;600001436
PETROPRIX S. FERNANDO;Filler;600001038
PETROPRIX.COM;Filler;600003510
PETROQUINTANAR, C COOP DE CLM;Filler;600003546
PETRORAPITA;Filler;600003406
PETRORECAS;Filler;600003550
PETROSAND;Filler;600003285
PETROSELVA;Filler;600001652
PETROSERVICE;Filler;600002676
PETROSET;Filler;600000747
PETROSOL;Filler;600001392
PETROSTAR ENERGIA;Filler;600000473
PETROSUR JQ43;Filler;600002373
PETROTUDELA;Filler;600002762
PETROUYA;Filler;600003361
PETROVAL;Filler;600003859
PETROVAP;Filler;600001384
PETROVENTAS, S.COOP. DE C-LM;Filler;600003581
PETROVOLTREGA;Filler;600000749
PETROYEPES;Filler;600003599
PETROZAL;Filler;600000666
PETTRAN-OIL AREA LA TORRE;Filler;600001826
PGS;Filler;600003048
PICUALIA;Filler;600001955
PINAROIL S.L.;Filler;600000909
PINS OIL;Filler;600000828
PISTOIL VEJER ;Filler;600001061
PIUDOIL-LAS CIGUENAS;Filler;600003020
PK 11;Filler;600000532
PLATERO;Filler;600001866
PLATINUM;Filler;600001493
PLENOIL;Filler;600000020
PLENOIL ;Filler;600000104
PLUS-24;Filler;600001488
POBLA MARINA;Filler;600004074
POCITO;Filler;600000940
POLAGAS;Filler;600000249
PONENT ENERGIA;Filler;600002090
PONFEBUS;Filler;600002066
PONTEULLA;Filler;600001486
PORBOL;Filler;600000700
PORT CANTO;Filler;600002145
PORT SEGUR CALAFELL, S.A.;Filler;600004071
PORTUARIOS SERVICIOS;Filler;600000731
PORTUOIL;Filler;600000879
POSADA MENENDEZ ;Filler;600000446
POSTE DE MATA;Filler;600001605
POWER3OIL;Filler;600002262
POZONUEVO;Filler;600001948
POZOTRANS;Filler;600000073
PRADOGAS, S.COOP. DE C-LM;Filler;600003500
PREMIRA;Filler;600001639
PREMIUM ENERGY CASTELLDEFELS;Filler;600000698
PREMIUM ENERGY LA SAGRERA;Filler;600000676
PRIMAFRIO;Filler;600001859
PRIO;Filler;600002058
PRODENERGY;Filler;600001386
PRODUCTORES DEL CAMPO, S.C.A.;Filler;600003216
