Provincia;Municipio;Localidad
HUELVA;PATERNA DEL CAMPO;PATERNA DEL CAMPO
HUELVA;PAYMOGO;PAYMOGO
HUELVA;PUEBLA DE GUZMAN;PUEBLA DE GUZMAN
HUELVA;PUNTA UMBRIA;PUNTA UMBRIA
HUELVA;ROCIANA DEL CONDADO;ROCIANA DEL CONDADO
HUELVA;ROSAL DE LA FRONTERA;ROSAL DE LA FRONTERA
HUELVA;SAN BARTOLOME DE LA TORRE;SAN BARTOLOME DE LA TORRE
HUELVA;SAN JUAN DEL PUERTO;SAN JUAN DEL PUERTO
HUELVA;SANTA BARBARA DE CASA;SANTA BARBARA DE CASA
HUELVA;SANTA OLALLA DEL CALA;SANTA OLALLA DEL CALA
HUELVA;TRIGUEROS;TRIGUEROS
HUELVA;VALVERDE DEL CAMINO;VALVERDE DEL CAMINO
HUELVA;VILLABLANCA;VILLABLANCA
HUELVA;VILLALBA DEL ALCOR;VILLALBA DEL ALCOR
HUELVA;VILLANUEVA DE LOS CASTILLEJOS;VILLANUEVA CASTILLEJOS
HUELVA;VILLARRASA;VILLARRASA
HUELVA;ZALAMEA LA REAL;ZALAMEA LA REAL
HUESCA;AINSA-SOBRARBE;AINSA
HUESCA;ALBALATE DE CINCA;ALBALATE DE CINCA
HUESCA;ALBERO BAJO;ALBERO BAJO
HUESCA;ALCAMPELL;ALCAMPELL
HUESCA;ALCOLEA DE CINCA;ALCOLEA DE CINCA
HUESCA;ALCUBIERRE;ALCUBIERRE
HUESCA;ALMUDEVAR;ALMUDEVAR
HUESCA;ALQUEZAR;ALQUEZAR
HUESCA;ALTORRICON;ALTORRICON
HUESCA;AYERBE;AYERBE
HUESCA;BALLOBAR;BALLOBAR
HUESCA;BARBASTRO;BARBASTRO
HUESCA;BENABARRE;BENABARRE
HUESCA;BIELSA;BIELSA
HUESCA;BIESCAS;BIESCAS
HUESCA;BINACED;BINACED
HUESCA;BINEFAR;BINEFAR
HUESCA;BOLTANA;BOLTANA
HUESCA;BROTO;BROTO
HUESCA;CAMPO;CAMPO
HUESCA;CANDASNOS;CANDASNOS
HUESCA;CANFRANC;CANFRANC-ESTACION
HUESCA;CAPELLA;CAPELLA
HUESCA;CASTEJON DE SOS;CASTEJON DE SOS
HUESCA;CASTEJON DEL PUENTE;CASTEJON DEL PUENTE
HUESCA;ESPLUS;ESPLUS
HUESCA;ESTADILLA;ESTADILLA
HUESCA;ESTOPINAN DEL CASTILLO;ESTOPINAN
HUESCA;FONZ;FONZ
HUESCA;FRAGA;FRAGA
HUESCA;GRADO (EL);GRADO (EL)
HUESCA;GRANEN;GRANEN
HUESCA;GRANEN;MONTESUSIN
HUESCA;GRAUS;GRAUS
HUESCA;GRAUS;VENTAS DE SANTA LUCIA (LAS)
HUESCA;GURREA DE GALLEGO;GURREA DE GALLEGO
HUESCA;HUERTO;HUERTO
HUESCA;HUESCA;HUESCA
HUESCA;ISABENA;SERRADUY
HUESCA;JACA;JACA
HUESCA;LABUERDA;LABUERDA
HUESCA;LALUEZA;LALUEZA
HUESCA;LANAJA;LANAJA
HUESCA;LOPORZANO;LOPORZANO
HUESCA;MONZON;MONZON
HUESCA;NUENO;ARASCUES
HUESCA;ONTINENA;ONTINENA
HUESCA;OSSO DE CINCA;OSSO DE CINCA
HUESCA;PENALBA;PENALBA
HUESCA;PERALTILLA;PERALTILLA
HUESCA;PUENTE LA REINA DE JACA;SANTA ENGRACIA DE JACA
HUESCA;SABINANIGO;SABINANIGO
HUESCA;SABINANIGO;HOSTAL DE IPIES
HUESCA;SALLENT DE GALLEGO;FORMIGAL
HUESCA;SALLENT DE GALLEGO;TRAMACASTILLA DE TENA
HUESCA;SAN MIGUEL DEL CINCA;ESTICHE DE CINCA
HUESCA;SAN MIGUEL DEL CINCA;POMAR DE CINCA
HUESCA;SAN MIGUEL DEL CINCA;SANTALECINA
HUESCA;SARINENA;SARINENA
HUESCA;SECASTILLA;SECASTILLA
HUESCA;SENA;SENA
HUESCA;SIETAMO;SIETAMO
HUESCA;SOTONERA (LA);ESQUEDAS
HUESCA;TAMARITE DE LITERA;TAMARITE DE LITERA
HUESCA;TORRENTE DE CINCA;TORRENTE DE CINCA
HUESCA;TORRES DE BARBUES;TORRES DE BARBUES
HUESCA;TORRES DE BARBUES;VALFONDA DE SANTA ANA
HUESCA;VALLE DE HECHO;HECHO
HUESCA;VILLANOVA;VILLANOVA
HUESCA;VILLANUA;VILLANUA
HUESCA;VILLANUEVA DE SIGENA;VILLANUEVA DE SIGENA
HUESCA;ZAIDIN;ZAIDIN
JAEN;ALBANCHEZ DE MAGINA;ALBANCHEZ DE MAGINA
JAEN;ALCALA LA REAL;ALCALA LA REAL
JAEN;ALCALA LA REAL;ERMITA NUEVA
JAEN;ALCAUDETE;ALCAUDETE
JAEN;ALCAUDETE;BOBADILLA
JAEN;ALCAUDETE;NOGUERONES
JAEN;ANDUJAR;ANDUJAR
JAEN;ARJONA;ARJONA
JAEN;ARJONILLA;ARJONILLA
JAEN;ARQUILLOS;ARQUILLOS
JAEN;ARROYO DEL OJANCO;ARROYO DEL OJANCO
JAEN;BAEZA;BAEZA
JAEN;BAILEN;BAILEN
JAEN;BANOS DE LA ENCINA;BANOS DE LA ENCINA
JAEN;BEAS DE SEGURA;BEAS DE SEGURA
JAEN;BEDMAR Y GARCIEZ;BEDMAR
JAEN;BEGIJAR;BEGIJAR
JAEN;BELMEZ DE LA MORALEDA;BELMEZ DE LA MORALEDA
JAEN;CABRA DEL SANTO CRISTO;CABRA DEL SANTO CRISTO
JAEN;CAMBIL;CAMBIL
JAEN;CAMPILLO DE ARENAS;CAMPILLO DE ARENAS
JAEN;CANENA;CANENA
JAEN;CARBONEROS;CARBONEROS
JAEN;CARCHELES;CARCHELEJO
JAEN;CARCHELES;CARCHEL
JAEN;CAROLINA (LA);CAROLINA (LA)
JAEN;CASTELLAR;CASTELLAR
JAEN;CASTILLO DE LOCUBIN;CASTILLO DE LOCUBIN
JAEN;CAZALILLA;CAZALILLA
JAEN;CAZORLA;CAZORLA
JAEN;CHICLANA DE SEGURA;CHICLANA DE SEGURA
JAEN;CHILLUEVAR;CHILLUEVAR
JAEN;FRAILES;FRAILES
JAEN;FUERTE DEL REY;FUERTE DEL REY
JAEN;GUARDIA DE JAEN (LA);GUARDIA DE JAEN (LA)
JAEN;GUARROMAN;GUARROMAN
JAEN;HUELMA;HUELMA
JAEN;HUESA;HUESA
JAEN;IBROS;IBROS
JAEN;IRUELA (LA);IRUELA (LA)
JAEN;IZNATORAF;IZNATORAF
JAEN;JABALQUINTO;JABALQUINTO
JAEN;JAEN;JAEN
JAEN;JAMILENA;JAMILENA
JAEN;JIMENA;JIMENA
JAEN;JODAR;JODAR
JAEN;LAHIGUERA;LAHIGUERA
JAEN;LINARES;LINARES
JAEN;LOPERA;LOPERA
JAEN;MANCHA REAL;MANCHA REAL
JAEN;MARMOLEJO;MARMOLEJO
JAEN;MARTOS;MARTOS
JAEN;MARTOS;MONTE LOPE-ALVAREZ
JAEN;MENGIBAR;MENGIBAR
JAEN;MONTIZON;ALDEAHERMOSA
JAEN;MONTIZON;VENTA DE LOS SANTOS
JAEN;NAVAS DE SAN JUAN;NAVAS DE SAN JUAN
JAEN;NOALEJO;NOALEJO
JAEN;ORCERA;ORCERA
JAEN;PEAL DE BECERRO;PEAL DE BECERRO
JAEN;PORCUNA;PORCUNA
JAEN;POZO ALCON;POZO ALCON
JAEN;PUENTE DE GENAVE;PUENTE DE GENAVE
JAEN;PUERTA DE SEGURA (LA);PUERTA DE SEGURA (LA)
JAEN;QUESADA;QUESADA
JAEN;RUS;RUS
JAEN;SABIOTE;SABIOTE
JAEN;SANTA ELENA;SANTA ELENA
JAEN;SANTIAGO-PONTONES;SANTIAGO DE LA ESPADA
JAEN;SANTISTEBAN DEL PUERTO;SANTISTEBAN DEL PUERTO
JAEN;SANTO TOME;SANTO TOME
JAEN;SEGURA DE LA SIERRA;CORTIJOS NUEVOS
JAEN;SILES;SILES
JAEN;SORIHUELA DEL GUADALIMAR;SORIHUELA DEL GUADALIMAR
JAEN;TORRE DEL CAMPO;TORREDELCAMPO
JAEN;TORREBLASCOPEDRO;TORREBLASCOPEDRO
JAEN;TORREDONJIMENO;TORREDONJIMENO
JAEN;TORREPEROGIL;TORREPEROGIL
JAEN;TORRES;TORRES
JAEN;TORRES DE ALBANCHEZ;TORRES DE ALBANCHEZ
JAEN;UBEDA;UBEDA
JAEN;VALDEPENAS DE JAEN;VALDEPENAS DE JAEN
JAEN;VILCHES;VILCHES
JAEN;VILLACARRILLO;VILLACARRILLO
JAEN;VILLACARRILLO;MOGON
JAEN;VILLANUEVA DE LA REINA;VILLANUEVA DE LA REINA
JAEN;VILLANUEVA DEL ARZOBISPO;VILLANUEVA DEL ARZOBISPO
JAEN;VILLARES (LOS);VILLARES (LOS)
JAEN;VILLATORRES;VILLARGORDO
LEON;ALIJA DEL INFANTADO;ALIJA DEL INFANTADO
LEON;ANTIGUA (LA);GRAJAL DE RIBERA
LEON;ARDON;ARDON
LEON;ASTORGA;ASTORGA
LEON;BANEZA (LA);BANEZA (LA)
LEON;BEMBIBRE;SAN ROMAN DE BEMBIBRE
LEON;BONAR;BONAR
LEON;BRAZUELO;COMBARROS
LEON;BURGO RANERO (EL);BURGO RANERO (EL)
LEON;CABREROS DEL RIO;CABREROS DEL RIO
LEON;CACABELOS;CACABELOS
LEON;CAMPO DE VILLAVIDEL;CAMPO DE VILLAVIDEL
LEON;CAMPONARAYA;CAMPONARAYA
LEON;CARRIZO;VILLANUEVA DE CARRIZO
LEON;CARROCERA;CARROCERA
LEON;CARUCEDO;BAROSA (LA)
LEON;CASTROCALBON;CASTROCALBON
LEON;CASTROCONTRIGO;NOGAREJAS
LEON;CHOZAS DE ABAJO;CHOZAS DE ARRIBA
LEON;CISTIERNA;CISTIERNA
LEON;CISTIERNA;VIDANES
LEON;CONGOSTO;ALMAZCARA
LEON;CUBILLAS DE RUEDA;SAHECHORES DE RUEDA
LEON;CUBILLOS DEL SIL;CUBILLOS DEL SIL
LEON;FABERO;FABERO
LEON;FRESNO DE LA VEGA;FRESNO DE LA VEGA
LEON;HOSPITAL DE ORBIGO;HOSPITAL DE ORBIGO
LEON;HOSPITAL DE ORBIGO;PUENTE DE ORBIGO
LEON;LAGUNA DE NEGRILLOS;LAGUNA DE NEGRILLOS
LEON;LEON;LEON
LEON;LEON;ARMUNIA
LEON;MANSILLA DE LAS MULAS;MANSILLA DE LAS MULAS
LEON;MANSILLA MAYOR;MANSILLA MAYOR
LEON;ONZONILLA;ONZONILLA
LEON;ONZONILLA;VILORIA DE LA JURISDICCION
LEON;PARAMO DEL SIL;PARAMO DEL SIL
LEON;POLA DE GORDON (LA);POLA DE GORDON (LA)
LEON;PONFERRADA;PONFERRADA
LEON;PUEBLA DE LILLO;PUEBLA DE LILLO
LEON;PUENTE DE DOMINGO FLOREZ;PUENTE DE DOMINGO FLOREZ
LEON;RIANO;RIANO
LEON;RIEGO DE LA VEGA;RIEGO DE LA VEGA
LEON;RIELLO;OTERICO
LEON;RIOSECO DE TAPIA;RIOSECO DE TAPIA
LEON;ROBLA (LA);ROBLA (LA)
LEON;ROPERUELOS DEL PARAMO;VALCABADO DEL PARAMO
LEON;SAHAGUN;SAHAGUN
LEON;SAN ANDRES DEL RABANEDO;SAN ANDRES DEL RABANEDO
LEON;SAN ANDRES DEL RABANEDO;TROBAJO DEL CAMINO
LEON;SAN CRISTOBAL DE LA POLANTERA;SAN CRISTOBAL DE LA POLANTERA
LEON;SAN EMILIANO;SAN EMILIANO
LEON;SANTA CRISTINA DE VALMADRIGAL;MATALLANA DE VALMADRIGAL
LEON;SANTA MARIA DE LA ISLA;SANTIBANEZ DE LA ISLA
LEON;SANTA MARIA DEL PARAMO;SANTA MARIA DEL PARAMO
LEON;SANTOVENIA DE LA VALDONCINA;SANTOVENIA DE LA VALDONCINA
LEON;SARIEGOS;SARIEGOS DEL BERNESGA
LEON;SENA DE LUNA;CALDAS DE LUNA
LEON;TORAL DE LOS GUZMANES;TORAL DE LOS GUZMANES
LEON;TORENO;TORENO
LEON;TRABADELO;TRABADELO
LEON;TURCIA;GAVILANES
LEON;TURCIA;ARMELLADA
LEON;URDIALES DEL PARAMO;MANSILLA DEL PARAMO
LEON;VALDEFRESNO;VALDELAFUENTE
LEON;VALDEPOLO;ALDEA DEL PUENTE (LA)
LEON;VALDERAS;VALDERAS
LEON;VALDERRUEDA;PUENTE ALMUHEY
LEON;VALDEVIMBRE;FONTECHA
LEON;VALENCIA DE DON JUAN;VALENCIA DE DON JUAN
LEON;VALVERDE DE LA VIRGEN;VALVERDE DE LA VIRGEN
LEON;VEGA DE ESPINAREDA;VEGA DE ESPINAREDA
LEON;VEGA DE VALCARCE;PORTELA DE VALCARCE (LA)
LEON;VILLABLINO;VILLABLINO
LEON;VILLABLINO;VILLAGER DE LACIANA
LEON;VILLADANGOS DEL PARAMO;VILLADANGOS DEL PARAMO
LEON;VILLADECANES;TORAL DE LOS VADOS
LEON;VILLAGATON;BRANUELAS
LEON;VILLAGATON;MANZANAL DEL PUERTO
LEON;VILLAMANAN;VILLAMANAN
LEON;VILLAMANIN;VILLAMANIN DE LA TERCIA
LEON;VILLAMEJIL;VILLAMEJIL
LEON;VILLANUEVA DE LAS MANZANAS;PALANQUINOS
LEON;VILLAQUEJIDA;VILLAQUEJIDA
LEON;VILLAQUILAMBRE;VILLAQUILAMBRE
LEON;VILLAQUILAMBRE;NAVATEJERA
LEON;VILLAQUILAMBRE;VILLAOBISPO DE LAS REGUERAS
LEON;VILLAREJO DE ORBIGO;ESTEBANEZ DE LA CALZADA
LEON;VILLAREJO DE ORBIGO;VEGUELLINA DE ORBIGO
LEON;VILLATURIEL;TOLDANOS
LEON;VILLATURIEL;CASTRILLO DE LA RIBERA
LLEIDA;AGER;AGER
LLEIDA;AGRAMUNT;AGRAMUNT
LLEIDA;ALBATARREC;ALBATARREC
LLEIDA;ALBESA;ALBESA
LLEIDA;ALCARRAS;ALCARRAS
LLEIDA;ALCOLETGE;ALCOLETGE
LLEIDA;ALFARRAS;ALFARRAS
LLEIDA;ALFES;ALFES
LLEIDA;ALGERRI;ALGERRI
LLEIDA;ALGUAIRE;ALGUAIRE
LLEIDA;ALMACELLES;ALMACELLES
LLEIDA;ALMENAR;ALMENAR
LLEIDA;ALPICAT;ALPICAT
LLEIDA;ANGLESOLA;ANGLESOLA
LLEIDA;ARBECA;ARBECA
LLEIDA;ARTESA DE LLEIDA;ARTESA DE LLEIDA
LLEIDA;ARTESA DE SEGRE;ARTESA DE SEGRE
LLEIDA;ASPA;ASPA
LLEIDA;BALAGUER;BALAGUER
LLEIDA;BASSELLA;BASSELLA
LLEIDA;BAUSEN;BAUSEN
LLEIDA;BELLCAIRE D'URGELL;BELLCAIRE D'URGELL
LLEIDA;BELL-LLOC D'URGELL;BELL-LLOC D'URGELL
LLEIDA;BELLPUIG;BELLPUIG
LLEIDA;BELLPUIG;SEANA
LLEIDA;BELLVER DE CERDANYA;BELLVER DE CERDANYA
LLEIDA;BELLVIS;BELLVIS
LLEIDA;BENAVENT DE SEGRIA;BENAVENT DE SEGRIA
LLEIDA;BORGES BLANQUES (LES);BORGES BLANQUES (LES)
LLEIDA;CAMARASA;CAMARASA
LLEIDA;CASTELLDANS;CASTELLDANS
LLEIDA;CERVERA;CERVERA
LLEIDA;COLL DE NARGO;COLL DE NARGO
LLEIDA;CORBINS;CORBINS
LLEIDA;CUBELLS;CUBELLS
LLEIDA;ESPOT;ESPOT
LLEIDA;ESTERRI D'ANEU;ESTERRI D'ANEU
LLEIDA;FONDARELLA;FONDARELLA
LLEIDA;FULIOLA (LA);FULIOLA (LA)
LLEIDA;GIMENELLS I EL PLA DE LA FONT;GIMENELLS
LLEIDA;GOLMES;GOLMES
LLEIDA;GRANYANELLA;FONOLLERES
LLEIDA;GUISSONA;GUISSONA
LLEIDA;IVARS D'URGELL;IVARS D'URGELL
LLEIDA;JUNCOSA;JUNCOSA
LLEIDA;JUNEDA;JUNEDA
LLEIDA;LES;LES
LLEIDA;LINYOLA;LINYOLA
LLEIDA;LLARDECANS;LLARDECANS
LLEIDA;LLEIDA;LLEIDA
LLEIDA;LLEIDA;BASSES D'ALPICAT (LES)
LLEIDA;LLEIDA;SUCHS
LLEIDA;MAIALS;MAIALS
LLEIDA;MIRALCAMP;MIRALCAMP
LLEIDA;MOLLERUSSA;MOLLERUSSA
LLEIDA;MONTFERRER I CASTELLBO;MONTFERRER
LLEIDA;MONTOLIU DE LLEIDA;MONTOLIU DE LLEIDA
LLEIDA;NAUT ARAN;ARTIES
LLEIDA;OLIANA;OLIANA
LLEIDA;OLIUS;OLIUS
LLEIDA;ORGANYA;ORGANYA
LLEIDA;PALAU D'ANGLESOLA (EL);PALAU D'ANGLESOLA (EL)
LLEIDA;PINOS;ARDEVOL
LLEIDA;PLANS DE SIO (ELS);PLANS DE SIO (ELS)
LLEIDA;POBLA DE SEGUR (LA);POBLA DE SEGUR (LA)
LLEIDA;PONT DE SUERT (EL);PONT DE SUERT (EL)
LLEIDA;PONTS;PONTS
LLEIDA;PRATS I SANSOR;PRATS
LLEIDA;RIALP;RIALP
LLEIDA;ROSSELLO;ROSSELLO
LLEIDA;SANT GUIM DE FREIXENET;SANT GUIM DE FREIXENET
LLEIDA;SANT LLORENC DE MORUNYS;SANT LLORENC DE MORUNYS
LLEIDA;SANT RAMON;SANT RAMON
LLEIDA;SEROS;SEROS
LLEIDA;SEU D'URGELL (LA);SEU D'URGELL (LA)
LLEIDA;SIDAMON;SIDAMON
LLEIDA;SOLSONA;SOLSONA
LLEIDA;SORIGUERA;SORIGUERA
LLEIDA;SORT;SORT
LLEIDA;SOSES;SOSES
LLEIDA;SUDANELL;SUDANELL
LLEIDA;SUNYER;SUNYER
LLEIDA;TARREGA;TARREGA
LLEIDA;TERMENS;TERMENS
LLEIDA;TORA;TORA
LLEIDA;TORNABOUS;TORNABOUS
LLEIDA;TORREFARRERA;TORREFARRERA
LLEIDA;TORREGROSSA;TORREGROSSA
LLEIDA;TORRELAMEU;TORRELAMEU
LLEIDA;TORRES DE SEGRE;TORRES DE SEGRE
LLEIDA;TREMP;TREMP
LLEIDA;TREMP;PALAU DE NOGUERA
LLEIDA;TREMP;VILAMITJANA
LLEIDA;VALL DE BOI (LA);BARRUERA
LLEIDA;VALLFOGONA DE BALAGUER;VALLFOGONA DE BALAGUER
LLEIDA;VERDU;VERDU
LLEIDA;VIELHA E MIJARAN;VIELHA
LLEIDA;VIELHA E MIJARAN;BETREN
LLEIDA;VILAGRASSA;VILAGRASSA
LLEIDA;VILALLER;VILALLER
LLEIDA;VILAMOS;VILAMOS
LLEIDA;VILA-SANA;VILA-SANA
LUGO;ABADIN;ABADIN
LUGO;ABADIN;XESTA (A)
LUGO;ALFOZ;ALFOZ
LUGO;ANTAS DE ULLA;ANTAS DE ULLA
LUGO;BALEIRA;CADAVO (O)
LUGO;BARALLA;BARALLA
LUGO;BARREIROS;BARREIROS (CASCO URBANO)
LUGO;BECERREA;BECERREA
LUGO;BEGONTE;BEGONTE
LUGO;BURELA;BURELA
LUGO;CARBALLEDO;BARRELA (A)
LUGO;CARBALLEDO;CARBALLEDO
LUGO;CASTRO DE REI;CASTRO DE RIBEIRAS DE LEA
LUGO;CASTRO DE REI;CASTRO DE REI
LUGO;CASTROVERDE;CASTROVERDE
LUGO;CERVO;CERVO
LUGO;CHANTADA;CHANTADA
LUGO;CHANTADA;SOBREIRA
LUGO;CORGO (O);CORGO (O)
LUGO;CORGO (O);GOMEAN
LUGO;COSPEITO;MUIMENTA
LUGO;COSPEITO;COSPEITO
LUGO;FONSAGRADA (A);FONSAGRADA (A)
LUGO;FOZ;FOZ
LUGO;FRIOL;FRIOL
LUGO;GUITIRIZ;GUITIRIZ
LUGO;GUNTIN;GUNTIN DE PALLARES
LUGO;GUNTIN;VEIGA (A)
LUGO;LOURENZA;LOURENZA (CASCO URBANO)
LUGO;LUGO;LUGO
LUGO;LUGO;CASTELO
LUGO;LUGO;PICATO (EL)
LUGO;LUGO;LOUZANETA
LUGO;LUGO;TOLDA (LA)
LUGO;LUGO;CAL DE PEON
LUGO;LUGO;PIUGOS DE PENA
LUGO;LUGO;SONARINO
LUGO;LUGO;NADELA
LUGO;LUGO;CEAO (O)
LUGO;LUGO;MUXA DE ABAIXO
LUGO;MEIRA;MEIRA
LUGO;MONDONEDO;MONDONEDO
LUGO;MONFORTE DE LEMOS;MONFORTE DE LEMOS
LUGO;MONTERROSO;MONTERROSO
LUGO;NAVIA DE SUARNA;PROBA (A)
LUGO;NOGAIS (AS);NOGAIS (AS)
LUGO;OUTEIRO DE REI;OUTEIRO DE REI
LUGO;PALAS DE REI;PALAS DE REI
LUGO;PANTON;FERREIRA DE PANTON (CASCO URBANO)
LUGO;PARADELA;PARADELA
LUGO;PASTORIZA (A);PASTORIZA
LUGO;PASTORIZA (A);REGUEIRA (A)
LUGO;PEDRAFITA DO CEBREIRO;PEDRAFITA DO CEBREIRO
LUGO;POBRA DO BROLLON (A);POBRA DO BROLLON (A)
LUGO;POL;POL
LUGO;PONTENOVA (A);PONTENOVA (A)
LUGO;PORTOMARIN;PORTOMARIN
LUGO;QUIROGA;QUIROGA
LUGO;RABADE;RABADE
LUGO;RIBADEO;RIBADEO
LUGO;RIBADEO;VILAR
LUGO;RIBADEO;ROCHELA (A)
LUGO;RIOTORTO;RODRIGAS (AS)
LUGO;SAMOS;SAMOS
LUGO;SARRIA;SARRIA
LUGO;SARRIA;OURAL (O)
LUGO;SARRIA;VILAPEDRE
LUGO;SAVINAO (O);ESCAIRON
LUGO;TABOADA;TABOADA
LUGO;VILALBA;VILALBA
LUGO;VIVEIRO;LANDROVE (SAN XIAO)
LUGO;VIVEIRO;VIVEIRO
LUGO;VIVEIRO;AREA
LUGO;XERMADE;CANDAMIL
LUGO;XOVE;XOVE
LUGO;XOVE;CAMBA
MADRID;AJALVIR;AJALVIR
MADRID;ALAMO (EL);ALAMO (EL)
MADRID;ALCALA DE HENARES;ALCALA DE HENARES
MADRID;ALCOBENDAS;ALCOBENDAS
MADRID;ALCORCON;ALCORCON
MADRID;ALDEA DEL FRESNO;ALDEA DEL FRESNO
MADRID;ALGETE;ALGETE
MADRID;ALPEDRETE;ALPEDRETE
MADRID;ARANJUEZ;ARANJUEZ
MADRID;ARGANDA DEL REY;ARGANDA
MADRID;BECERRIL DE LA SIERRA;BECERRIL DE LA SIERRA
MADRID;BOADILLA DEL MONTE;BOADILLA DEL MONTE
MADRID;BRUNETE;BRUNETE
MADRID;BUITRAGO DEL LOZOYA;BUITRAGO DEL LOZOYA
MADRID;BUSTARVIEJO;BUSTARVIEJO
MADRID;CABRERA (LA);CABRERA (LA)
MADRID;CADALSO DE LOS VIDRIOS;CADALSO DE LOS VIDRIOS
MADRID;CAMPO REAL;CAMPO REAL
MADRID;CASARRUBUELOS;CASARRUBUELOS
MADRID;CENICIENTOS;CENICIENTOS
MADRID;CERCEDILLA;CERCEDILLA
MADRID;CHINCHON;CHINCHON
MADRID;CIEMPOZUELOS;CIEMPOZUELOS
MADRID;COBENA;COBENA
MADRID;COLLADO MEDIANO;COLLADO MEDIANO
MADRID;COLLADO VILLALBA;VILLALBA DE GUADARRAMA
MADRID;COLLADO VILLALBA;COLLADO VILLALBA
MADRID;COLMENAR DE OREJA;COLMENAR DE OREJA
MADRID;COLMENAR DEL ARROYO;COLMENAR DEL ARROYO
MADRID;COLMENAR VIEJO;COLMENAR VIEJO
MADRID;COSLADA;COSLADA
MADRID;DAGANZO DE ARRIBA;DAGANZO DE ARRIBA
MADRID;DAGANZO DE ARRIBA;FRAILES (LOS)
MADRID;ESCORIAL (EL);ESCORIAL (EL)
MADRID;ESTREMERA;ESTREMERA
MADRID;FUENLABRADA;FUENLABRADA
MADRID;FUENTE EL SAZ DE JARAMA;FUENTE EL SAZ DE JARAMA
MADRID;FUENTIDUENA DE TAJO;FUENTIDUENA DE TAJO
MADRID;GALAPAGAR;GALAPAGAR
MADRID;GETAFE;GETAFE
MADRID;GETAFE;ALDEHUELA Y LA TORRECILLA (LA)
MADRID;GRINON;GRINON
MADRID;GUADALIX DE LA SIERRA;GUADALIX DE LA SIERRA
MADRID;GUADARRAMA;GUADARRAMA
MADRID;HORCAJO DE LA SIERRA;HORCAJO DE LA SIERRA
MADRID;HOYO DE MANZANARES;HOYO DE MANZANARES
MADRID;HUMANES DE MADRID;HUMANES DE MADRID
MADRID;LEGANES;LEGANES
MADRID;LEGANES;BUTARQUE
MADRID;LEGANES;FORTUNA
MADRID;LOECHES;LOECHES
MADRID;LOECHES;CABALLO (EL)
MADRID;LOZOYA;LOZOYA
MADRID;LOZOYUELA-NAVAS-SIETEIGLESIAS;LOZOYUELA
MADRID;MADRID;MADRID
MADRID;MAJADAHONDA;MAJADAHONDA
MADRID;MANZANARES EL REAL;MANZANARES EL REAL
MADRID;MECO;MECO
MADRID;MEJORADA DEL CAMPO;MEJORADA DEL CAMPO
MADRID;MIRAFLORES DE LA SIERRA;MIRAFLORES DE LA SIERRA
MADRID;MOLAR (EL);MOLAR (EL)
MADRID;MORALEJA DE ENMEDIO;MORALEJA DE ENMEDIO
MADRID;MORALZARZAL;MORALZARZAL
MADRID;MORATA DE TAJUNA;MORATA DE TAJUNA
MADRID;MOSTOLES;MOSTOLES
MADRID;MOSTOLES;NIEVES (LAS)
MADRID;NAVACERRADA;NAVACERRADA
MADRID;NAVALCARNERO;NAVALCARNERO
MADRID;NAVAS DEL REY;NAVAS DEL REY
MADRID;NUEVO BAZTAN;NUEVO BAZTAN
MADRID;ORUSCO DE TAJUNA;ORUSCO
MADRID;PARACUELLOS DE JARAMA;PARACUELLOS DE JARAMA
MADRID;PARACUELLOS DE JARAMA;AVALON (EL)
MADRID;PARLA;PARLA
MADRID;PELAYOS DE LA PRESA;PELAYOS DE LA PRESA
MADRID;PERALES DE TAJUNA;PERALES DE TAJUNA
MADRID;PEZUELA DE LAS TORRES;PEZUELA DE LAS TORRES
MADRID;PINTO;PINTO
MADRID;POZUELO DE ALARCON;POZUELO DE ALARCON
MADRID;RASCAFRIA;RASCAFRIA
MADRID;RIVAS-VACIAMADRID;RIVAS-VACIAMADRID
MADRID;ROBLEDO DE CHAVELA;ROBLEDO DE CHAVELA
MADRID;ROZAS DE MADRID (LAS);ROZAS DE MADRID (LAS)
MADRID;SAN AGUSTIN DEL GUADALIX;SAN AGUSTIN DEL GUADALIX
MADRID;SAN FERNANDO DE HENARES;SAN FERNANDO DE HENARES
MADRID;SAN FERNANDO DE HENARES;CAMPITO (EL)
MADRID;SAN LORENZO DE EL ESCORIAL;SAN LORENZO DE EL ESCORIAL
MADRID;SAN MARTIN DE LA VEGA;SAN MARTIN DE LA VEGA
MADRID;SAN MARTIN DE VALDEIGLESIAS;SAN MARTIN DE VALDEIGLESIAS
MADRID;SAN SEBASTIAN DE LOS REYES;SAN SEBASTIAN DE LOS REYES
MADRID;SANTA MARIA DE LA ALAMEDA;PARADILLA (LA)
MADRID;SERNA DEL MONTE (LA);SERNA DEL MONTE (LA)
MADRID;SEVILLA LA NUEVA;SEVILLA LA NUEVA
MADRID;SOMOSIERRA;SOMOSIERRA
MADRID;SOTO DEL REAL;SOTO DEL REAL
MADRID;TIELMES;TIELMES
MADRID;TORREJON DE ARDOZ;TORREJON DE ARDOZ
MADRID;TORREJON DE ARDOZ;BASE AEREA
MADRID;TORREJON DE LA CALZADA;TORREJON DE LA CALZADA
MADRID;TORREJON DE VELASCO;TORREJON DE VELASCO
MADRID;TORRELAGUNA;TORRELAGUNA
MADRID;TORRELODONES;TORRELODONES
