Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Precio gasolina 95 E5;Precio gasolina 95 E10;Precio gasolina 95 E5 Premium;Precio gasolina 98 E5;Precio gasolina 98 E10;Precio gasóleo A;Precio gasóleo Premium;Precio gasóleo B;Precio gasóleo C;Precio bioetanol;Precio biodiésel;Precio gases licuados del petróleo;Precio gas natural comprimido;Precio gas natural licuado;Precio hidrógeno;% bioalcohol;% éster metílico;Rótulo;Tipo venta;Rem.;Horario;Tipo servicio;
PALOS DE LA FRONTERA;21810;CR H-624, 12,6;I;-6,889639;37,232028;14/11/2023 15:30;1,609;;;;;1,569;;;;;;;;;;;;ESTACION DE SERVICIO LA FONTANILLA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);
CASTROVERDE;27120;CARRETERA COMARCAL 630 KM. ;D;-7,326361;43,030139;04/11/2023 8:00;1,679;;;;;1,669;1,809;1,439;;;;;;;;;;ESTACION DE SERVICIO LA FORTALEZA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);
ARAFO;38550;CARRETERA CARRETERA GENERAL KM. ;D;-16,393139;28,335528;10/11/2023 6:00;1,279;;;1,379;;1,279;;;;;;;;;;;;ESTACION DE SERVICIO LA HIDALGA;P;dm;"L-S: 06:00-21:00; D: 07:00-15:00";Sin datos;
CORELLA;31591;CARRETERA NA-6920 KM. 3,850;D;-1,779778;42,113194;13/11/2023 9:24;1,648;;;;;1,619;;;;;;;;;;;;ESTACION DE SERVICIO LA NORIA;P;dm;"L-J: 06:00-23:59; V: 06:00-17:00; D: 06:00-23:59";"L-J: 06:00-23:59 (A); V: 06:00-17:00 (A); D: 06:00-23:59 (A)";
OJEDO;39585;CN-621 km 150;N;-4,606194;43,167083;13/11/2023 18:35;1,599;;;1,799;;1,549;;1,299;;;;;;;;;;ESTACION DE SERVICIO LIEBANA S.L;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);
VILLARROBLEDO;2600;CARRETERA DE LAS MESAS KM. 005;N;-2,617083;39,27225;13/11/2023 10:27;1,619;;;1,749;;1,639;1,729;1,309;;;;;;;;;;ESTACION DE SERVICIO LOS VINEDOS;P;dm;L-D: 06:00-22:30;Sin datos;
NOGUEIRA;32160;CARRETERA PONTE DOS GOZOAS KM. 11,900;I;-7,735417;42,397361;13/11/2023 14:39;1,629;;;;;1,629;;;;;;;;;;;;ESTACION DE SERVICIO LUINTRA, S.L.;P;dm;L-D: 09:00-20:00;L-D: 09:00-20:00 (P);
OURENSE;32005;AVDA. DE ZAMORA 140;N;-7,862383;42,321219;13/11/2023 15:00;1,629;;;1,763;;1,549;1,765;;;;;;;;;;;ESTACION DE SERVICIO MARINAMANSA;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (P);
NIGUELAS;18657;CARRETERA GR-9067 KM. 1;N;-3,557306;36,974444;09/11/2023 10:40;1,569;;;;;1,569;;;;;;;;;;;;ESTACION DE SERVICIO NIGUELAS, S.L. ;P;dm;L-D: 24H;L-D: 24H (A);
AMES;15864;POLIGONO HEDRAS, 13;N;-8,582556;42,849722;10/11/2023 8:31;1,658;;;1,877;;1,644;1,694;;;;;;;;;;;ESTACION DE SERVICIO NOVOMILLADOIRO;P;dm;"L-S: 07:00-23:00; D: 08:00-15:00";"L-S: 07:00-23:00 (A); D: 08:00-15:00 (A)";
O'VAL-NARON;15578;CARRETERA AC-116 A VALDOVINO, KM 5.7 KM. ;N;-8,208778;43,556917;13/11/2023 11:33;1,629;;;1,735;;1,629;1,705;;;;;;;;;;;ESTACION DE SERVICIO O VAL;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (P);
ORDES;15680;LAS CASILLAS (CN-550 LA CORUNA-SANTIAGO km 37,645);D;-8,413056;43,066056;13/11/2023 22:59;1,639;;;1,789;;1,609;1,699;1,359;;;;;;;;;;ESTACION DE SERVICIO ORDES;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);
VALDEPENAS DE JAEN;23150;CARRETERA A-6050 KM. 29;D;-3,812056;37,600556;13/11/2023 13:56;1,51;;;;;1,499;1,529;1,23;;;;;;;;;;ESTACION DE SERVICIO ORTEGA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);
OUTOMURO;32824;CARRETERA OUR-404 KM. 14;I;-8,013389;42,218333;13/11/2023 23:41;1,685;;;1,825;;1,648;;1,445;;;;;;;;;;ESTACION DE SERVICIO OUTOMURO S.L.;P;dm;L-D: 7:00-23:00;L-D: 7:00-23:00 (P);
PORTOCORTINAS;36877;LUGAR PARANOS (NACIONAL 120 km 632);N;-8,392167;42,203444;14/11/2023 10:00;1,599;;;;;1,649;;;;;;;;;;;;ESTACION DE SERVICIO PARANOS;P;dm;L-D: 07:30-21:30;L-D: 07:30-21:30 (P);
PONTES DE GARCIA RODRIGUEZ (AS) (SANTA MARIA);15320;LG ESPINAREDO  S/N (C-641 LUGO - FERROL km 487,9);I;-7,945861;43,477861;10/11/2023 8:34;1,609;;;;;;1,559;;;;;;;;;;;ESTACION DE SERVICIO PENA DE MALATE;P;dm;L-D: 06:00-14:00 y 14:01-22:00;L-D: 06:00-14:00 (A), 14:01-22:00 (A);
SAN MIGUEL DE SALINAS;3193;POLIGONO LO QUILEZ, S/N;N;-0,780167;37,991056;13/11/2023 11:18;1,629;;;;;1,549;1,609;;;;;;;;;;;ESTACION DE SERVICIO PETROBLUE ;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
VIUXE;15319;POLIGONO PARCELA 19.2 VIAL3, 19;I;-8,238806;43,275333;13/11/2023 18:32;1,535;;;;;1,429;;;;;;;;;;;;ESTACION DE SERVICIO PIADELA FASE III;P;dm;L-D: 24H;"L-V: 00:00-08:00 (D), 08:00-21:00 (P), 21:00-23:59 (D); S: 00:00-08:00 (D), 08:00-14:00 (P), 14:00-23:59 (D); D: 24H (D)";
VILLAR DEL ARZOBISPO;46170;CL AVENIDA JORGE DE AUSTRIA, 7;D;-0,821778;39,732722;06/11/2023 10:04;1,629;;;;;1,569;;;;;;;;;;;;ESTACION DE SERVICIO PORTER, S.L.;P;dm;"L-S: 06:00-22:00; D: 10:00-13:30";D: 10:00-13:30 (A);
CINTRUENIGO;31592;POLIGONO INDUSTRIAL CALLE F, 1;D;-1,797758;42,071833;10/11/2023 18:16;1,554;;;;;1,536;;;;;;;;;;;;ESTACION DE SERVICIO PRADESOL;P;dm;L-D: 24H;L-D: 24H (A);
VILLAR DE PERALONSO;37147;CTRA. C-517 km 49;N;-6,222444;41,0305;14/11/2023 9:49;1,529;;;1,789;;1,559;;1,325;;;;;;;;;;ESTACION DE SERVICIO PRIETO, S.L.;P;dm;"L-V: 07:00-20:30; S: 08:00-16:00; D: 08:00-20:30";"L-V: 07:00-20:30 (A); S: 08:00-16:00 (A); D: 08:00-20:30 (A)";
LABUERDA;22360;A-138 km 50,53;N;0,132528;42,446444;13/11/2023 10:18;1,655;;;1,791;;1,685;1,751;1,399;;;;;;;;;;ESTACION DE SERVICIO RV;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);
SALVACANETE;16318;CR N-420 516,4;I;-1,505778;40,101861;09/11/2023 9:11;1,689;;;;;1,699;;;;;;;;;;;;ESTACION DE SERVICIO SALVACANETE;P;dm;"L: 09:00-20:00; M-D: 09:00-21:00";"L: 09:00-20:00 (A); M-D: 09:00-21:00 (A)";
CAMBRE;15181;N-550 km 10,8;D;-8,367417;43,284972;13/11/2023 12:39;1,599;;;1,699;;1,529;1,629;;;;;;;;;;;ESTACION DE SERVICIO SIGRAS;P;dm;"L-S: 07:00-22:00; D: 09:00-15:00";"L-S: 07:00-22:00 (P); D: 09:00-15:00 (P)";
VALENCIA;46016;CAMINO MONCADA, 343;D;-0,386861;39,513194;13/11/2023 9:36;1,629;;;1,819;;1,579;;1,279;;;;;;;;;;ESTACION DE SERVICIO SORIANO S.L.;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);
CARRAL;15182;CARRETERA TARROEIRA KM. ;I;-8,363333;43,253583;13/11/2023 12:39;1,599;;;1,699;;1,529;1,629;1,35;;;;;;;;;;ESTACION DE SERVICIO TABEAIO;P;dm;"L-S: 07:00-22:00; D: 09:00-22:00";"L-S: 07:00-22:00 (P); D: 09:00-22:00 (P)";
TALARA;18656;AVENIDA CONSTITUCION, 23;D;-3,553583;36,946;13/11/2023 11:22;1,589;;;1,779;;1,589;;;;;;;;;;;;ESTACION DE SERVICIO VALLE DE LECRIN;P;dm;L-D: 06:30-23:00;L-D: 06:30-23:00 (A);
PROAZA;33114;CARRETERA AS-228 KM. 13;N;-6,010306;43,258222;13/11/2023 23:46;1,6;;;1,75;;1,55;1,61;1,15;;;;0,9;;;;;;ESTACION DE SERVICIO VALLE DE TRUBIA S.L.;P;dm;L-D: 07:00-22:00;Sin datos;
VELEZ-RUBIO;4820;AV ANDALUCIA 41;I;-2,070389;37,64675;08/11/2023 22:00;1,622;;;1,696;;1,547;;1,292;;;;;;;;;;ESTACION DE SERVICIO VELEZ RUBIO;P;dm;L-D: 24H;L-D: 24H (A);
CARAVACA DE LA CRUZ;30400;CARRETERA CRT. RM-730 KM. 730;I;-1,896611;38,051028;13/11/2023 14:08;1,579;;;1,729;;1,469;1,599;;;;;;;;;;;ESTACION DE SERVICIO VENTA CAVILA;P;dm;L-D: 24H;L-D: 24H (A);
EJIDO (EL);4700;DISEMINADO LOS MAJALES, 39;D;-2,816667;36,737778;13/11/2023 10:19;1,52;;;;;1,5;1,55;;;;;;;;;;;ESTACION DE SERVICIO VICASOL S.L.;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
VILANOVINA;36616;CARRETERA PO-531 KM. 15,960;I;-8,7055;42,551306;15/11/2023 3:02;1,629;;;1,789;;1,649;1,709;1,349;;;;;;;;;;ESTACION DE SERVICIO VILANOVINA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (P);
CARTAYA;21450;CARRETERA NACIONAL 431 KM. 111;D;-7,148694;37,289028;13/11/2023 12:17;1,569;;;;;1,559;;;;;;;;;;;;"ESTACION DE SERVICIOS ""FIS""";P;dm;L: 06:00-23:00;L: 06:00-23:00 (P);
REALEJOS (LOS);38419;CARRETERA CARRETERA DEL NORTE KM. 43,60;D;-16,618222;28,393083;13/11/2023 15:09;1,279;;;1,364;;1,289;1,374;;;;;;;;;;;ESTACION DE SERVICIOS EL MIRADOR;P;dm;L-D: 24H;L-D: 24H (P);
CASTILLO DE LAS GUARDAS;41890;CARRETERA NACIONAL 433 KM. 51,8;D;-6,299944;37,706;13/11/2023 20:20;1,609;;;;;1,649;;;;;;;;;;;;ESTACION EL CASTILLO;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
CARTAGENA;30319;N-301A km 437;N;-1,007278;37,653333;13/11/2023 11:35;1,609;;;1,739;;1,599;1,689;;;;;;;;;;;ESTACION MADRID;P;dm;L-D: 24H;L-D: 24H (A);
YAIZA;35570;CARRETERA ARRECIFE-PLAYA BLANCA KM. 34;N;-13,831611;28,867833;13/11/2023 13:59;1,369;;;1,469;;1,359;;;;;;;;;;;;ESTACION PLAYA BLANCA;P;dm;L-D: 07:00-22:00;Sin datos;
HUERTO;22210;CALLE BALSA FRONTON, S/N;D;-0,168583;41,928722;13/11/2023 14:00;1,569;;;;;1,599;;1,259;;;;;;;;;;ESTACION SERVICIO MUNICIPAL;P;dm;L-D: 24H;L-D: 24H (D);
PASARON DE LA VERA;10411;CARRETERA PASARON ARROYOMOLINOS DE LA VERA KM. 1,5;D;-5,830778;40,04375;13/11/2023 15:08;1,549;;;;;1,529;;;;;;;;;;;;ESTACION SERVICIO NTRA SRA DE LA BLANCA;P;dm;L-D: 24H;L-D: 24H (A);
TEBA;29327;CARRETERA MA5404 DE A357 A MA465 DE ACCESO A TEBA KM. 15,250;I;-4,895306;36,979833;13/11/2023 13:29;1,699;;;;;1,689;1,739;1,249;;;;;;;;;;ESTACION SERVICIO TEBA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
VERA;4620;CARRETERA 337 KM 1,8 KM. 1,8;N;-1,850611;37,234583;14/11/2023 11:30;1,609;;;1,769;;1,669;1,779;;;;;0,979;;;;;;ESTACION SERVICIO VERA SV;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);
MADRID;28000;CALLE MENDEZ ALVARO, 83;D;-3,677528;40,394583;13/11/2023 10:07;;;;;;1,605;;;;;;;;;;;;ESTACION SUR DE AUTOBUSES DE MADRID;R;dm;L-D: 06:00-01:30;L-D: 06:00-01:30 (A);
PRADEJON;26510;CARRETERA N-232 KM. 367;I;-2,050306;42,317722;14/11/2023 9:30;1,615;;;;;1,5;;1,26;;;;;;;;;;ESTACIONES ARNEDO;P;dm;L-D: 24H;L-D: 00:00-05:59 (D), 05:59-22:00 (P), 22:00-23:59 (D);
CABEZAS DE SAN JUAN (LAS);41730;AVENIDA PABLO IGLESIAS, 80;D;-5,948944;36,976306;10/11/2023 15:29;1,609;;;;;1,509;;;;;;;;;;;;ESTACIONES DE SERVICIO GASOLIVIA;P;dm;L-D: 24H;L-D: 24H (A);
LARRINBE;1468;POLIGONO ZANKUETA, 0;D;-2,989111;43,044333;13/11/2023 7:10;1,519;;;1,669;;1,449;1,509;;;;;;;;;;;ESTACIONES GB;P;dm;L-D: 24H;L-D: 24H (A);
BADAJOZ;6006;CALLE FEDERICO MAYOR ZARAGOZA, 14;D;-6,999083;38,892417;13/11/2023 19:43;1,557;;;;;1,469;;;;;;;;;;;;ESTRELLA ROJA;P;dm;L-D: 24H;L-D: 24H (A);
ETXARRI-ARANATZ;31820;POLIGONO ZUMURDINETA, 15;D;-2,075944;42,899639;14/11/2023 19:49;1,599;;;;;1,459;;;;;;;;;;;;ETXARRI OIL;P;dm;L-D: 24H;L-D: 24H (A);
SAN ROQUE;11360;POLIGONO INDUSTRIAL GUADARRANQUE, 2;D;-5,413556;36,203778;13/11/2023 9:31;;;;;;1,494;;;;;;;;;;;;EUCONSA - SELPE;R;dm;L-V: 08:00-19:30;L-V: 08:00-19:30 (A);
VILLARMAYOR;37130;CARRETERA CL-517 KM. 22,500;I;-5,970083;41,012083;13/11/2023 16:11;1,594;;;1,795;;1,588;1,645;1,327;;;;;;;;;;EUMOGAS, SL;P;dm;"L-V: 07:00-20:30; S: 08:00-20:30; D: 09:00-21:00";Sin datos;
SORIA;42005;POLIGONO LAS CASAS CALLE G PARCELA 7, 7;N;-2,488556;41,776139;13/11/2023 10:34;1,529;;;;;1,489;;;;;;;;;;;;EUREKA;P;dm;L-D: 24H;L-D: 24H (D);
NANCLARES DE LA OCA;1230;CALLE TRATADO DE PARIS, 6;D;-2,77225;42,823778;15/11/2023 0:05;1,519;;;;;1,439;;;;;;;;;;;;EUROCAM;P;dm;L-D: 24H;L-D: 24H (A);
PAMPLONA/IRUNA;31001;POL.AGUSTINOS CALLE A PARCELA 3B;D;-1,686222;42,829722;14/11/2023 0:01;1,519;;;;;1,439;;;;;;0,929;;;;;;EUROCAM;P;dm;L-D: 24H;L-D: 24H (A);
TUDELA;31500;POLIGONO LAS LABRADAS MANZANA 12;D;-1,637591;42,0685;14/11/2023 0:05;1,529;;;;;1,462;;;;;;0,899;;;;;;EUROCAM;P;dm;L-D: 24H;L-D: 24H (A);
TUDELA;31500;POLIGONO LAS LABRADAS VIAL ASTURIAS, 378;N;-1,638444;42,070167;14/11/2023 0:05;;;;;;1,462;;;;;;0,899;;;;;;EUROCAM;P;dm;L-D: 24H;L-D: 24H (A);
LOGRONO;26006;POLIGONO LA PORTALADA, C/CIRCUNDE, 22,24;I;-2,395083;42,45725;13/11/2023 8:34;1,559;;;;;1,489;;;;;;0,929;;;;;;EUROCAM;P;dm;L-D: 24H;L-D: 24H (A);
BENICARLO;12580;POL. IND. EL COLLET. PARC 511;D;0,399111;40,435861;13/11/2023 8:56;1,659;;;1,779;;1,629;1,729;;;;;;;;;;;EUROFUEL;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A);
UBEDA;23400;CARRETERA CORDOBA-VALENCIA KM 149 KM. 149;I;-3,370556;38,019889;13/11/2023 11:34;1,539;;;;;1,519;;;;;;;;;;;;EUROIL CUATROCAMINOS;P;dm;L-D: 24H;L-D: 24H (A);
UBEDA;23400;N-322 km 151.800;I;-3,334167;38,031389;13/11/2023 11:34;1,539;;;;;1,519;;;;;;;;;;;;EUROIL LA RECTA;P;dm;L-D: 24H;L-D: 24H (A);
BENABLON;30410;CARRETERA C3211 KM. 0,300;I;-1,897333;38,049306;14/11/2023 18:11;;;;;;1,41;;1,093;;;;;;;;;;EUROLOMA;P;dm;"L-V: 08:00-21:00; S: 08:00-15:00";Sin datos;
LORCA;30800;AVENIDA EUROPA, 40;N;-1,681556;37,682139;13/11/2023 19:18;1,537;;;1,647;;1,437;1,507;;;;;;;;;;;EUROPA;P;dm;L-D: 24H;L-D: 24H (A);
CASTILLEJA DE LA CUESTA;41950;CALLE CAMILO JOSE CELA, 7;N;-6,050667;37,383611;13/11/2023 6:52;1,585;;;;;1,539;1,559;;;;;;;;;;;EUROPA 1;P;dm;L-D: 24H;L-D: 24H (A);
MURCIA;30009;AVENIDA MARIANO ROJAS, 2;D;-1,143917;37,999778;13/11/2023 12:59;1,539;;;1,679;;1,539;1,579;;;;;;;;;;;EUROPETROL;P;dm;L-D: 24H;L-D: 24H (A);
CALASPARRA;30420;CARRETERA C-3314 KM. 14,100;I;-1,735028;38,205417;13/11/2023 14:05;;;;;;1,449;;;;;;;;;;;;EUROSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
HOSTALETS;17730;CALLE LAYETAN, S/N;D;2,939972;42,294583;14/11/2023 14:54;;;;;;1,749;;1,47;;;;;;;;;;EUROWAG FIGUERES;P;dm;L-D: 24H;L-D: 24H (A);
VITORIA-GASTEIZ;1006;CALLE VENTA DE LA ESTRELLA, 5;D;-2,657611;42,837083;14/11/2023 10:53;1,569;;;;;1,499;;;;;;;1,165;;;;;EUSKADILOWCOST;P;dm;L-D: 24H;L-D: 24H (A);
BASAURI;48970;CALLE URBI, 4;D;-2,875722;43,23825;13/11/2023 12:51;1,549;;;;;1,489;;;;;;;;;;;;EUSKADILOWCOST;P;dm;L-D: 24H;L-D: 24H (A);
EITUA;48249;CARRETERA 634 PK 77,310 KM  DONOSTIA/SAN SEBASTAIN A SANTANDER Y LA CORUNA POL IND EITUA Nº71 KM. 77,310;D;-2,595917;43,166306;13/11/2023 12:47;1,549;;;;;1,489;;;;;;;;;;;;EUSKADILOWCOST;P;dm;L-D: 24H;L-D: 24H (A);
ZUBIETE;48192;BARRIO POL.IND. ISASI, 42;D;-3,061972;43,183694;13/11/2023 12:46;1,549;;;;;1,489;;;;;;;;;;;;EUSKADILOWCOST;P;dm;L-D: 24H;L-D: 24H (A);
LEMOA;48330;POLIGONO P.P.I. MENDIETA POZUETA PARCELA,5 POLIGONO II, 5;D;-2,785444;43,210917;13/11/2023 12:50;1,549;;;;;1,489;;;;;;;;;;;;EUSKADILOWCOST;P;dm;L-D: 24H;L-D: 24H (A);
ORTUELLA;48530;POLIGONO POLIGONO INDUSTRIAL S1-2 BALLONTI, 2;N;-3,029444;43,31325;13/11/2023 12:49;1,549;;;1,689;;1,489;1,529;;;;;;;;;;;EUSKADILOWCOST;P;dm;L-D: 24H;L-D: 24H (A);
DONOSTIA-SAN SEBASTIAN;20014;PASEO UBARBURU, 6;N;-1,951361;43,302139;14/11/2023 10:54;1,629;;;;;1,539;1,589;;;;;;;;;;;EUSKADILOWCOST;P;dm;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (P), 22:00-23:59 (D);
ABADINO-ZELAIETA;48220;CTRA.FORAL BI-633 km 32,3;N;-2,597556;43,170556;14/11/2023 15:00;1,609;;;1,809;;1,549;1,609;;;;;;;;;;;EUSKOIL-STAR PETROLEUM;P;dm;L: 07:00-22:00;L: 07:00-22:00 (A);
BADALONA;8912;CALLE INDUSTRIA, 371;N;2,238417;41,436889;13/11/2023 12:07;1,497;;;1,725;;1,498;1,528;;;;;;;;;;;EVOLUTION;P;dm;L-D: 24H;L-D: 24H (D);
BARCELONA;8018;CALLE PERE IV, 79;N;2,193083;41,397389;13/11/2023 12:06;1,498;;;1,685;;1,486;1,516;;;;;;;;;;;EVOLUTION;P;dm;L-D: 24H;Sin datos;
HOSPITALET DE LLOBREGAT (L');8907;CALLE FEMADES/ESQUINA TRAVESSIA INDUSTRIAL, 19,25;D;2,102167;41,349833;13/11/2023 11:08;1,467;;;1,695;;1,456;1,486;;;;;;;;;;;EVOLUTION;P;dm;L-D: 24H;L-D: 24H (A);
SANT FELIU DE LLOBREGAT;8980;CALLE ARMENTERES, 62;N;2,044806;41,376861;13/11/2023 12:06;1,558;;;1,785;;1,537;1,567;;;;;;;;;;;EVOLUTION;P;dm;L-D: 24H;L-D: 24H (D);
TERRASSA;8224;Rambla Pare Alegre, 39;N;2,007611;41,555806;13/11/2023 12:06;1,497;;;;;1,486;;;;;;;;;;;;EVOLUTION;P;dm;L-D: 24H;L-D: 24H (D);
VILANOVA I LA GELTRU;8800;AVENIDA EDUARD TOLDRA, 60;D;1,737056;41,228556;13/11/2023 11:56;1,528;;;1,715;;1,516;1,546;;;;;;;;;;;EVOLUTION;P;dm;L-D: 24H;L-D: 24H (A);
HUESCA;22006;RONDA INDUSTRIA (DE LA), 10;D;-0,399278;42,146889;13/11/2023 12:43;1,569;;;;;1,579;;;;;;;;;;;;EXIBOX;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A);
TARRAGONA;43006;CALLE COURE DEL  EN  TORREFORTA, 9;D;1,226167;41,140583;13/11/2023 13:39;1,448;;;;;1,418;;;;;;;;;;;;EXOIL;P;dm;L-D: 24H;L-D: 24H (A);
TARRAGONA;43006;CALLE MERCURI, 15,17;D;1,227028;41,141167;13/11/2023 13:40;;;;;;;;;;;;0,84;;;;;;EXOIL;P;dm;L-D: 24H;L-D: 24H (A);
ALBERIC;46260;CALLE TOUS, S/N;N;-0,528528;39,119222;13/11/2023 9:59;1,679;;;1,799;;1,649;;1,379;;;;;;;;;;EXOIL ALBERIC;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
CHIVA;46370;CALLE RAMON Y CAJAL, 53;D;-0,723806;39,466722;13/11/2023 10:00;1,679;;;;;1,649;;1,379;;;;;;;;;;EXOIL CHIVA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
REAL DE GANDIA;46727;CALLE TRAVESSERA D'ALBAIDA, 62;I;-0,19925;38,944583;13/11/2023 9:53;1,589;;;;;1,559;;1,379;;;;;;;;;;EXOIL EXPRESS;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
MANISES;46940;AVENIDA MAS DEL OLI, 62;D;-0,485056;39,498167;13/11/2023 9:59;1,639;;;1,789;;1,569;;;;;;;;;;;;EXOIL MANISES;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
SEDAVI;46910;CAMI PONT DE PEDRA, 3;N;-0,37375;39,420778;13/11/2023 9:55;1,689;;;1,799;;1,659;;1,379;;;;0,999;;;;;;EXOIL PISTA DE SILLA;P;dm;L-D: 24H;L-D: 24H (A);
REAL DE GANDIA;46727;TRAVESSERA ALBAIDA, 62;D;-0,199861;38,94475;13/11/2023 9:52;1,679;;;1,799;;1,649;;1,379;;;;;;;;;;EXOIL REAL DE GANDIA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A);
RIBA-ROJA DE TURIA;46190;POLIGONO C/ U Nº 4, 4;N;-0,537083;39,479806;13/11/2023 9:58;1,689;;;;;1,659;;1,379;;;;;;;;;;EXOIL RIBA-ROJA;P;dm;"L-V: 06:00-22:00; S: 07:00-15:00";"L-V: 06:00-22:00 (A); S: 07:00-15:00 (A)";
FIGUERES;17600;AUSIAS MARCH S/N;N;2,963833;42,253111;31/10/2023 12:55;1,899;;;;;1,919;;;;;;;;;;;;EXP.OIL;P;dm;"L-J: 07:00-23:00; V-D: 07:00-23:59";"L-J: 07:00-23:00 (A); V-D: 07:00-23:59 (A)";
OLIVENZA;6100;CARRETERA EX-107 BADAJOZ-VILLANUEVA DEL FRESNO KM. 24;I;-7,094111;38,688306;13/11/2023 11:24;1,62;;;;;1,589;;1,34;;;;;;;;;;EXPLOTACIONES GASOAL;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A);
PUEBLA DE LA CALZADA;6490;CARRETERA EX-328 LOBON-LA ROCA KM. 2,76;D;-6,612139;38,879417;13/11/2023 11:25;1,62;;;;;1,599;;1,256;;;;;;;;;;EXPLOTACIONES GASOAL SL;P;dm;"L-V: 06:30-22:30; S: 07:00-22:30; D: 07:00-15:00";"L-V: 06:30-22:30 (A); S: 07:00-22:30 (A); D: 07:00-15:00 (A)";
AGUILAS;30880;POLIGONO LAS MAJADAS, 3;I;-1,582056;37,422833;13/11/2023 9:35;1,489;;;;;1,479;;;;;;;;;;;;EXPOAGUILAS;P;dm;L-S: 08:00-21:00;L-S: 08:00-21:00 (A);
SANTA CRUZ DE BEZANA;39100;AVENIDA MARQUES DE VALDECILLA, 121;N;-3,890611;43,467806;13/11/2023 19:55;1,66;;;;;1,62;;;;;;;;;;;;EXPOMARINA;P;dm;L-D: 07:30-23:00;L-D: 07:30-23:00 (P);
SANT VICENC DELS HORTS;8620;CARRETERA TORRELLES KM. 28;D;2,009056;41,385194;13/11/2023 17:46;1,569;;;;;1,519;;;;;;;;;;;;EXPRESS;P;dm;L-D: 24H;L-D: 24H (A);
PIZARRA;29560;CALLE INGENIERO PABLO ESTEBAN MAES, 3;N;-4,710806;36,767139;13/11/2023 11:32;1,569;;;;;1,477;;;;;;;;;;;;EXPRESS;P;dm;L-D: 24H;L-D: 24H (D);
RECAS;45211;CR TO-4441 RAMAL TO-4640-RECAS, 8,3;D;-3,986833;40,046528;07/11/2023 15:00;1,689;;;;;1,599;;;;;;;;;;;;EXTRAFUEL;P;dm;L: 07:00-22:00;L: 07:00-22:00 (A);
TORREGROSSA;25141;CAMI GILIBLAU, S/N;N;0,837417;41,579139;14/11/2023 10:54;1,439;;;;;1,409;;1,099;;;;;;;;;;F.A.LES PLANES;P;dm;L-D: 24H;"L-V: 00:00-08:00 (D), 08:00-19:00 (A), 19:00-23:59 (D); S: 00:00-08:00 (D), 08:00-13:00 (A), 13:00-23:59 (D); D: 24H (D)";
MADRIGAL ALTAS TORRES;5220;CARRETERA CR C610 KM. 26,2;I;-5;41,092972;14/11/2023 16:53;1,649;;;1,799;;1,649;1,709;1,329;;;;;;;;;;F.COCA P. S.L.;P;dm;"L-S: 07:00-22:00; D: 08:00-14:00";"L-S: 07:00-22:00 (P); D: 08:00-14:00 (P)";
RUTE;14960;AVENIDA BLAS INFANTE, S/N;D;-4,374972;37,328444;14/11/2023 12:00;1,489;;;;;1,429;;;;;;;;;;;;F.DEL MORAL;P;dm;L: 24H;L: 24H (A);
ROLDAN;30709;CARRETERA LOS MARTINEZ DEL PUERTO, RM F21 KM. 9,5;I;-1,021583;37,810056;14/11/2023 23:46;1,589;;;;;1,485;;1,309;;;;;;;;;;F21;P;dm;L: 06:00-22:00;L: 06:00-22:00 (A);
CASTELLON DE LA PLANA;12006;CALLE CUADRA LAIRON, 57;D;-0,071389;39,972556;14/11/2023 10:18;1,559;;;;;1,499;;;;;;;;;;;;FACE PETROLEUM;P;dm;L-D: 24H;"L-V: 00:00-09:59 (A), 09:59-17:59 (P), 17:59-23:59 (A); S-D: 24H (A)";
